,Unnamed: 0,round,user_id,action_player,opponent,action_opponent,payoff,rt,session,treatment,actions,response,abs_time,context
0,0,1,s3m7_usuario9,D,['s3m7_usuario18'],C,4,-4.452,s3m7,weak,00D,0,4.452,0
1,1,1,s3m7_usuario18,C,['s3m7_usuario9'],D,0,9.443,s3m7,weak,00C,1,9.443,0
2,2,1,s3m7_usuario7,C,['s3m7_usuario10'],C,3,2.213,s3m7,weak,00C,1,2.213,0
3,3,1,s3m7_usuario10,C,['s3m7_usuario7'],C,3,8.101,s3m7,weak,00C,1,8.101,0
4,4,1,s3m7_usuario13,C,['s3m7_usuario5'],C,3,5.043,s3m7,weak,00C,1,5.043,0
5,5,1,s3m7_usuario5,C,['s3m7_usuario13'],C,3,3.111,s3m7,weak,00C,1,3.111,0
6,6,1,s3m7_usuario15,D,['s3m7_usuario16'],C,4,-3.563,s3m7,weak,00D,0,3.563,0
7,7,1,s3m7_usuario16,C,['s3m7_usuario15'],D,0,4.015,s3m7,weak,00C,1,4.015,0
8,8,1,s3m7_usuario12,D,['s3m7_usuario6'],C,4,-4.742,s3m7,weak,00D,0,4.742,0
9,9,1,s3m7_usuario6,C,['s3m7_usuario12'],D,0,5.935,s3m7,weak,00C,1,5.935,0
10,10,1,s3m7_usuario17,C,['s3m7_usuario2'],C,3,16.053,s3m7,weak,00C,1,16.053,0
11,11,1,s3m7_usuario2,C,['s3m7_usuario17'],C,3,6.218,s3m7,weak,00C,1,6.218,0
12,12,1,s3m7_usuario14,C,['s3m7_usuario4'],C,3,6.939,s3m7,weak,00C,1,6.939,0
13,13,1,s3m7_usuario4,C,['s3m7_usuario14'],C,3,2.748,s3m7,weak,00C,1,2.748,0
14,14,1,s3m7_usuario11,C,['s3m7_usuario3'],C,3,34.435,s3m7,weak,00C,1,34.435,0
15,15,1,s3m7_usuario3,C,['s3m7_usuario11'],C,3,8.74,s3m7,weak,00C,1,8.74,0
16,16,1,s3m7_usuario8,C,['s3m7_usuario1'],C,3,11.927999999999999,s3m7,weak,00C,1,11.927999999999999,0
17,17,1,s3m7_usuario1,C,['s3m7_usuario8'],C,3,6.694,s3m7,weak,00C,1,6.694,0
18,18,2,s3m7_usuario9,C,['s3m7_usuario18'],C,3,5.401,s3m7,weak,DCC,1,5.401,1
19,19,2,s3m7_usuario18,C,['s3m7_usuario9'],C,3,2.044,s3m7,weak,CDC,1,2.044,0
20,20,2,s3m7_usuario7,C,['s3m7_usuario10'],C,3,1.47,s3m7,weak,CCC,1,1.47,1
21,21,2,s3m7_usuario10,C,['s3m7_usuario7'],C,3,17.404,s3m7,weak,CCC,1,17.404,1
22,22,2,s3m7_usuario13,D,['s3m7_usuario5'],C,4,-6.433,s3m7,weak,CCD,0,6.433,1
23,23,2,s3m7_usuario5,C,['s3m7_usuario13'],D,0,2.309,s3m7,weak,CCC,1,2.309,1
24,24,2,s3m7_usuario15,D,['s3m7_usuario16'],D,0,-3.7560000000000002,s3m7,weak,DCD,0,3.7560000000000002,1
25,25,2,s3m7_usuario16,D,['s3m7_usuario15'],D,0,-3.247,s3m7,weak,CDD,0,3.247,0
26,26,2,s3m7_usuario12,D,['s3m7_usuario6'],C,4,-13.046,s3m7,weak,DCD,0,13.046,1
27,27,2,s3m7_usuario6,C,['s3m7_usuario12'],D,0,7.686,s3m7,weak,CDC,1,7.686,0
28,28,2,s3m7_usuario17,C,['s3m7_usuario2'],C,3,3.2110000000000003,s3m7,weak,CCC,1,3.2110000000000003,1
29,29,2,s3m7_usuario2,C,['s3m7_usuario17'],C,3,22.755,s3m7,weak,CCC,1,22.755,1
30,30,2,s3m7_usuario14,C,['s3m7_usuario4'],C,3,8.162,s3m7,weak,CCC,1,8.162,1
31,31,2,s3m7_usuario4,C,['s3m7_usuario14'],C,3,3.6710000000000003,s3m7,weak,CCC,1,3.6710000000000003,1
32,32,2,s3m7_usuario11,D,['s3m7_usuario3'],C,4,-9.818999999999999,s3m7,weak,CCD,0,9.818999999999999,1
33,33,2,s3m7_usuario3,C,['s3m7_usuario11'],D,0,11.575999999999999,s3m7,weak,CCC,1,11.575999999999999,1
34,34,2,s3m7_usuario8,C,['s3m7_usuario1'],D,0,6.2139999999999995,s3m7,weak,CCC,1,6.2139999999999995,1
35,35,2,s3m7_usuario1,D,['s3m7_usuario8'],C,4,-9.861,s3m7,weak,CCD,0,9.861,1
36,36,3,s3m7_usuario9,D,['s3m7_usuario18'],C,4,-10.751,s3m7,weak,CCD,0,10.751,1
37,37,3,s3m7_usuario18,C,['s3m7_usuario9'],D,0,1.841,s3m7,weak,CCC,1,1.841,1
38,38,3,s3m7_usuario7,C,['s3m7_usuario10'],C,3,0.925,s3m7,weak,CCC,1,0.925,1
39,39,3,s3m7_usuario10,C,['s3m7_usuario7'],C,3,5.355,s3m7,weak,CCC,1,5.355,1
40,40,3,s3m7_usuario13,C,['s3m7_usuario5'],C,3,4.461,s3m7,weak,DCC,1,4.461,1
41,41,3,s3m7_usuario5,C,['s3m7_usuario13'],C,3,3.411,s3m7,weak,CDC,1,3.411,0
42,42,3,s3m7_usuario15,D,['s3m7_usuario16'],D,0,-2.8989999999999996,s3m7,weak,DDD,0,2.8989999999999996,0
43,43,3,s3m7_usuario16,D,['s3m7_usuario15'],D,0,-2.737,s3m7,weak,DDD,0,2.737,0
44,44,3,s3m7_usuario12,D,['s3m7_usuario6'],D,0,-25.718000000000004,s3m7,weak,DCD,0,25.718000000000004,1
45,45,3,s3m7_usuario6,D,['s3m7_usuario12'],D,0,-5.982,s3m7,weak,CDD,0,5.982,0
46,46,3,s3m7_usuario17,D,['s3m7_usuario2'],C,4,-3.3480000000000003,s3m7,weak,CCD,0,3.3480000000000003,1
47,47,3,s3m7_usuario2,C,['s3m7_usuario17'],D,0,15.503,s3m7,weak,CCC,1,15.503,1
48,48,3,s3m7_usuario14,C,['s3m7_usuario4'],C,3,3.727,s3m7,weak,CCC,1,3.727,1
49,49,3,s3m7_usuario4,C,['s3m7_usuario14'],C,3,3.068,s3m7,weak,CCC,1,3.068,1
50,50,3,s3m7_usuario11,C,['s3m7_usuario3'],C,3,8.935,s3m7,weak,DCC,1,8.935,1
51,51,3,s3m7_usuario3,C,['s3m7_usuario11'],C,3,5.649,s3m7,weak,CDC,1,5.649,0
52,52,3,s3m7_usuario8,D,['s3m7_usuario1'],D,0,-7.931,s3m7,weak,CDD,0,7.931,0
53,53,3,s3m7_usuario1,D,['s3m7_usuario8'],D,0,-14.373,s3m7,weak,DCD,0,14.373,1
54,54,4,s3m7_usuario9,C,['s3m7_usuario18'],C,3,3.443,s3m7,weak,DCC,1,3.443,1
55,55,4,s3m7_usuario18,C,['s3m7_usuario9'],C,3,1.837,s3m7,weak,CDC,1,1.837,0
56,56,4,s3m7_usuario7,C,['s3m7_usuario10'],C,3,1.6269999999999998,s3m7,weak,CCC,1,1.6269999999999998,1
57,57,4,s3m7_usuario10,C,['s3m7_usuario7'],C,3,5.595,s3m7,weak,CCC,1,5.595,1
58,58,4,s3m7_usuario13,C,['s3m7_usuario5'],C,3,2.508,s3m7,weak,CCC,1,2.508,1
59,59,4,s3m7_usuario5,C,['s3m7_usuario13'],C,3,3.938,s3m7,weak,CCC,1,3.938,1
60,60,4,s3m7_usuario15,D,['s3m7_usuario16'],D,0,-7.38,s3m7,weak,DDD,0,7.38,0
61,61,4,s3m7_usuario16,D,['s3m7_usuario15'],D,0,-2.1430000000000002,s3m7,weak,DDD,0,2.1430000000000002,0
62,62,4,s3m7_usuario12,D,['s3m7_usuario6'],D,0,-9.782,s3m7,weak,DDD,0,9.782,0
63,63,4,s3m7_usuario6,D,['s3m7_usuario12'],D,0,-5.523,s3m7,weak,DDD,0,5.523,0
64,64,4,s3m7_usuario17,D,['s3m7_usuario2'],D,0,-4.497,s3m7,weak,DCD,0,4.497,1
65,65,4,s3m7_usuario2,D,['s3m7_usuario17'],D,0,-6.346,s3m7,weak,CDD,0,6.346,0
66,66,4,s3m7_usuario14,C,['s3m7_usuario4'],C,3,3.5660000000000003,s3m7,weak,CCC,1,3.5660000000000003,1
67,67,4,s3m7_usuario4,C,['s3m7_usuario14'],C,3,2.8310000000000004,s3m7,weak,CCC,1,2.8310000000000004,1
68,68,4,s3m7_usuario11,C,['s3m7_usuario3'],C,3,13.469000000000001,s3m7,weak,CCC,1,13.469000000000001,1
69,69,4,s3m7_usuario3,C,['s3m7_usuario11'],C,3,4.77,s3m7,weak,CCC,1,4.77,1
70,70,4,s3m7_usuario8,D,['s3m7_usuario1'],D,0,-2.84,s3m7,weak,DDD,0,2.84,0
71,71,4,s3m7_usuario1,D,['s3m7_usuario8'],D,0,-5.03,s3m7,weak,DDD,0,5.03,0
72,72,5,s3m7_usuario9,C,['s3m7_usuario18'],C,3,6.401,s3m7,weak,CCC,1,6.401,1
73,73,5,s3m7_usuario18,C,['s3m7_usuario9'],C,3,1.6869999999999998,s3m7,weak,CCC,1,1.6869999999999998,1
74,74,5,s3m7_usuario7,C,['s3m7_usuario10'],C,3,1.3130000000000002,s3m7,weak,CCC,1,1.3130000000000002,1
75,75,5,s3m7_usuario10,C,['s3m7_usuario7'],C,3,15.418,s3m7,weak,CCC,1,15.418,1
76,76,5,s3m7_usuario13,C,['s3m7_usuario5'],C,3,3.2739999999999996,s3m7,weak,CCC,1,3.2739999999999996,1
77,77,5,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.328,s3m7,weak,CCC,1,1.328,1
78,78,5,s3m7_usuario15,D,['s3m7_usuario16'],D,0,-19.741,s3m7,weak,DDD,0,19.741,0
79,79,5,s3m7_usuario16,D,['s3m7_usuario15'],D,0,-2.722,s3m7,weak,DDD,0,2.722,0
80,80,5,s3m7_usuario12,D,['s3m7_usuario6'],C,4,-8.185,s3m7,weak,DDD,0,8.185,0
81,81,5,s3m7_usuario6,C,['s3m7_usuario12'],D,0,1.999,s3m7,weak,DDC,1,1.999,0
82,82,5,s3m7_usuario17,C,['s3m7_usuario2'],D,0,2.572,s3m7,weak,DDC,1,2.572,0
83,83,5,s3m7_usuario2,D,['s3m7_usuario17'],C,4,-8.527000000000001,s3m7,weak,DDD,0,8.527000000000001,0
84,84,5,s3m7_usuario14,C,['s3m7_usuario4'],C,3,2.105,s3m7,weak,CCC,1,2.105,1
85,85,5,s3m7_usuario4,C,['s3m7_usuario14'],C,3,1.865,s3m7,weak,CCC,1,1.865,1
86,86,5,s3m7_usuario11,C,['s3m7_usuario3'],C,3,6.269,s3m7,weak,CCC,1,6.269,1
87,87,5,s3m7_usuario3,C,['s3m7_usuario11'],C,3,2.611,s3m7,weak,CCC,1,2.611,1
88,88,5,s3m7_usuario8,D,['s3m7_usuario1'],D,0,-3.7060000000000004,s3m7,weak,DDD,0,3.7060000000000004,0
89,89,5,s3m7_usuario1,D,['s3m7_usuario8'],D,0,-3.93,s3m7,weak,DDD,0,3.93,0
90,90,6,s3m7_usuario9,D,['s3m7_usuario18'],C,4,-5.265,s3m7,weak,CCD,0,5.265,1
91,91,6,s3m7_usuario18,C,['s3m7_usuario9'],D,0,1.778,s3m7,weak,CCC,1,1.778,1
92,92,6,s3m7_usuario7,C,['s3m7_usuario10'],C,3,0.591,s3m7,weak,CCC,1,0.591,1
93,93,6,s3m7_usuario10,C,['s3m7_usuario7'],C,3,4.206,s3m7,weak,CCC,1,4.206,1
94,94,6,s3m7_usuario13,C,['s3m7_usuario5'],C,3,3.495,s3m7,weak,CCC,1,3.495,1
95,95,6,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.74,s3m7,weak,CCC,1,1.74,1
96,96,6,s3m7_usuario15,C,['s3m7_usuario16'],D,0,7.756,s3m7,weak,DDC,1,7.756,0
97,97,6,s3m7_usuario16,D,['s3m7_usuario15'],C,4,-2.123,s3m7,weak,DDD,0,2.123,0
98,98,6,s3m7_usuario12,C,['s3m7_usuario6'],C,3,4.457,s3m7,weak,DCC,1,4.457,1
99,99,6,s3m7_usuario6,C,['s3m7_usuario12'],C,3,5.684,s3m7,weak,CDC,1,5.684,0
100,100,6,s3m7_usuario17,D,['s3m7_usuario2'],C,4,-2.6439999999999997,s3m7,weak,CDD,0,2.6439999999999997,0
101,101,6,s3m7_usuario2,C,['s3m7_usuario17'],D,0,4.658,s3m7,weak,DCC,1,4.658,1
102,102,6,s3m7_usuario14,C,['s3m7_usuario4'],C,3,1.32,s3m7,weak,CCC,1,1.32,1
103,103,6,s3m7_usuario4,C,['s3m7_usuario14'],C,3,1.57,s3m7,weak,CCC,1,1.57,1
104,104,6,s3m7_usuario11,D,['s3m7_usuario3'],C,4,-3.708,s3m7,weak,CCD,0,3.708,1
105,105,6,s3m7_usuario3,C,['s3m7_usuario11'],D,0,1.2919999999999998,s3m7,weak,CCC,1,1.2919999999999998,1
106,106,6,s3m7_usuario8,D,['s3m7_usuario1'],C,4,-2.408,s3m7,weak,DDD,0,2.408,0
107,107,6,s3m7_usuario1,C,['s3m7_usuario8'],D,0,1.413,s3m7,weak,DDC,1,1.413,0
108,108,7,s3m7_usuario9,C,['s3m7_usuario18'],D,0,5.641,s3m7,weak,DCC,1,5.641,1
109,109,7,s3m7_usuario18,D,['s3m7_usuario9'],C,4,-4.3469999999999995,s3m7,weak,CDD,0,4.3469999999999995,0
110,110,7,s3m7_usuario7,C,['s3m7_usuario10'],C,3,0.6679999999999999,s3m7,weak,CCC,1,0.6679999999999999,1
111,111,7,s3m7_usuario10,C,['s3m7_usuario7'],C,3,2.6439999999999997,s3m7,weak,CCC,1,2.6439999999999997,1
112,112,7,s3m7_usuario13,C,['s3m7_usuario5'],C,3,1.765,s3m7,weak,CCC,1,1.765,1
113,113,7,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.135,s3m7,weak,CCC,1,1.135,1
114,114,7,s3m7_usuario15,C,['s3m7_usuario16'],C,3,3.049,s3m7,weak,CDC,1,3.049,0
115,115,7,s3m7_usuario16,C,['s3m7_usuario15'],C,3,3.1210000000000004,s3m7,weak,DCC,1,3.1210000000000004,1
116,116,7,s3m7_usuario12,C,['s3m7_usuario6'],C,3,3.906,s3m7,weak,CCC,1,3.906,1
117,117,7,s3m7_usuario6,C,['s3m7_usuario12'],C,3,3.384,s3m7,weak,CCC,1,3.384,1
118,118,7,s3m7_usuario17,D,['s3m7_usuario2'],C,4,-3.194,s3m7,weak,DCD,0,3.194,1
119,119,7,s3m7_usuario2,C,['s3m7_usuario17'],D,0,5.191,s3m7,weak,CDC,1,5.191,0
120,120,7,s3m7_usuario14,C,['s3m7_usuario4'],C,3,2.3080000000000003,s3m7,weak,CCC,1,2.3080000000000003,1
121,121,7,s3m7_usuario4,C,['s3m7_usuario14'],C,3,1.122,s3m7,weak,CCC,1,1.122,1
122,122,7,s3m7_usuario11,C,['s3m7_usuario3'],C,3,2.734,s3m7,weak,DCC,1,2.734,1
123,123,7,s3m7_usuario3,C,['s3m7_usuario11'],C,3,4.62,s3m7,weak,CDC,1,4.62,0
124,124,7,s3m7_usuario8,C,['s3m7_usuario1'],C,3,3.7689999999999997,s3m7,weak,DCC,1,3.7689999999999997,1
125,125,7,s3m7_usuario1,C,['s3m7_usuario8'],C,3,9.529,s3m7,weak,CDC,1,9.529,0
126,126,8,s3m7_usuario9,D,['s3m7_usuario18'],C,4,-10.555,s3m7,weak,CDD,0,10.555,0
127,127,8,s3m7_usuario18,C,['s3m7_usuario9'],D,0,2.944,s3m7,weak,DCC,1,2.944,1
128,128,8,s3m7_usuario7,C,['s3m7_usuario10'],C,3,2.037,s3m7,weak,CCC,1,2.037,1
129,129,8,s3m7_usuario10,C,['s3m7_usuario7'],C,3,2.946,s3m7,weak,CCC,1,2.946,1
130,130,8,s3m7_usuario13,C,['s3m7_usuario5'],C,3,2.474,s3m7,weak,CCC,1,2.474,1
131,131,8,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.113,s3m7,weak,CCC,1,1.113,1
132,132,8,s3m7_usuario15,C,['s3m7_usuario16'],C,3,9.501,s3m7,weak,CCC,1,9.501,1
133,133,8,s3m7_usuario16,C,['s3m7_usuario15'],C,3,2.6489999999999996,s3m7,weak,CCC,1,2.6489999999999996,1
134,134,8,s3m7_usuario12,D,['s3m7_usuario6'],C,4,-10.265,s3m7,weak,CCD,0,10.265,1
135,135,8,s3m7_usuario6,C,['s3m7_usuario12'],D,0,2.412,s3m7,weak,CCC,1,2.412,1
136,136,8,s3m7_usuario17,D,['s3m7_usuario2'],D,0,-2.197,s3m7,weak,DCD,0,2.197,1
137,137,8,s3m7_usuario2,D,['s3m7_usuario17'],D,0,-2.9930000000000003,s3m7,weak,CDD,0,2.9930000000000003,0
138,138,8,s3m7_usuario14,C,['s3m7_usuario4'],C,3,2.59,s3m7,weak,CCC,1,2.59,1
139,139,8,s3m7_usuario4,C,['s3m7_usuario14'],C,3,1.179,s3m7,weak,CCC,1,1.179,1
140,140,8,s3m7_usuario11,D,['s3m7_usuario3'],C,4,-7.893,s3m7,weak,CCD,0,7.893,1
141,141,8,s3m7_usuario3,C,['s3m7_usuario11'],D,0,5.989,s3m7,weak,CCC,1,5.989,1
142,142,8,s3m7_usuario8,C,['s3m7_usuario1'],C,3,2.158,s3m7,weak,CCC,1,2.158,1
143,143,8,s3m7_usuario1,C,['s3m7_usuario8'],C,3,9.203,s3m7,weak,CCC,1,9.203,1
144,144,9,s3m7_usuario9,C,['s3m7_usuario18'],C,3,10.59,s3m7,weak,DCC,1,10.59,1
145,145,9,s3m7_usuario18,C,['s3m7_usuario9'],C,3,4.993,s3m7,weak,CDC,1,4.993,0
146,146,9,s3m7_usuario7,C,['s3m7_usuario10'],C,3,0.527,s3m7,weak,CCC,1,0.527,1
147,147,9,s3m7_usuario10,C,['s3m7_usuario7'],C,3,2.09,s3m7,weak,CCC,1,2.09,1
148,148,9,s3m7_usuario13,C,['s3m7_usuario5'],C,3,2.352,s3m7,weak,CCC,1,2.352,1
149,149,9,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.084,s3m7,weak,CCC,1,1.084,1
150,150,9,s3m7_usuario15,C,['s3m7_usuario16'],C,3,2.1830000000000003,s3m7,weak,CCC,1,2.1830000000000003,1
151,151,9,s3m7_usuario16,C,['s3m7_usuario15'],C,3,1.7519999999999998,s3m7,weak,CCC,1,1.7519999999999998,1
152,152,9,s3m7_usuario12,C,['s3m7_usuario6'],D,0,2.764,s3m7,weak,DCC,1,2.764,1
153,153,9,s3m7_usuario6,D,['s3m7_usuario12'],C,4,-2.275,s3m7,weak,CDD,0,2.275,0
154,154,9,s3m7_usuario17,C,['s3m7_usuario2'],D,0,2.18,s3m7,weak,DDC,1,2.18,0
155,155,9,s3m7_usuario2,D,['s3m7_usuario17'],C,4,-4.731,s3m7,weak,DDD,0,4.731,0
156,156,9,s3m7_usuario14,C,['s3m7_usuario4'],C,3,4.084,s3m7,weak,CCC,1,4.084,1
157,157,9,s3m7_usuario4,C,['s3m7_usuario14'],C,3,0.79,s3m7,weak,CCC,1,0.79,1
158,158,9,s3m7_usuario11,C,['s3m7_usuario3'],D,0,1.57,s3m7,weak,DCC,1,1.57,1
159,159,9,s3m7_usuario3,D,['s3m7_usuario11'],C,4,-6.09,s3m7,weak,CDD,0,6.09,0
160,160,9,s3m7_usuario8,C,['s3m7_usuario1'],C,3,4.4510000000000005,s3m7,weak,CCC,1,4.4510000000000005,1
161,161,9,s3m7_usuario1,C,['s3m7_usuario8'],C,3,5.933,s3m7,weak,CCC,1,5.933,1
162,162,10,s3m7_usuario9,D,['s3m7_usuario18'],D,0,-7.5489999999999995,s3m7,weak,CCD,0,7.5489999999999995,1
163,163,10,s3m7_usuario18,D,['s3m7_usuario9'],D,0,-2.992,s3m7,weak,CCD,0,2.992,1
164,164,10,s3m7_usuario7,C,['s3m7_usuario10'],C,3,1.9269999999999998,s3m7,weak,CCC,1,1.9269999999999998,1
165,165,10,s3m7_usuario10,C,['s3m7_usuario7'],C,3,3.7239999999999998,s3m7,weak,CCC,1,3.7239999999999998,1
166,166,10,s3m7_usuario13,C,['s3m7_usuario5'],C,3,1.6569999999999998,s3m7,weak,CCC,1,1.6569999999999998,1
167,167,10,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.46,s3m7,weak,CCC,1,1.46,1
168,168,10,s3m7_usuario15,C,['s3m7_usuario16'],C,3,3.908,s3m7,weak,CCC,1,3.908,1
169,169,10,s3m7_usuario16,C,['s3m7_usuario15'],C,3,1.294,s3m7,weak,CCC,1,1.294,1
170,170,10,s3m7_usuario12,C,['s3m7_usuario6'],C,3,1.754,s3m7,weak,CDC,1,1.754,0
171,171,10,s3m7_usuario6,C,['s3m7_usuario12'],C,3,2.852,s3m7,weak,DCC,1,2.852,1
172,172,10,s3m7_usuario17,C,['s3m7_usuario2'],D,0,2.7089999999999996,s3m7,weak,CDC,1,2.7089999999999996,0
173,173,10,s3m7_usuario2,D,['s3m7_usuario17'],C,4,-6.622999999999999,s3m7,weak,DCD,0,6.622999999999999,1
174,174,10,s3m7_usuario14,C,['s3m7_usuario4'],C,3,2.344,s3m7,weak,CCC,1,2.344,1
175,175,10,s3m7_usuario4,C,['s3m7_usuario14'],C,3,0.639,s3m7,weak,CCC,1,0.639,1
176,176,10,s3m7_usuario11,C,['s3m7_usuario3'],C,3,7.099,s3m7,weak,CDC,1,7.099,0
177,177,10,s3m7_usuario3,C,['s3m7_usuario11'],C,3,6.615,s3m7,weak,DCC,1,6.615,1
178,178,10,s3m7_usuario8,C,['s3m7_usuario1'],D,0,1.46,s3m7,weak,CCC,1,1.46,1
179,179,10,s3m7_usuario1,D,['s3m7_usuario8'],C,4,-5.9,s3m7,weak,CCD,0,5.9,1
180,180,11,s3m7_usuario9,C,['s3m7_usuario18'],C,3,2.952,s3m7,weak,DDC,1,2.952,0
181,181,11,s3m7_usuario18,C,['s3m7_usuario9'],C,3,4.643,s3m7,weak,DDC,1,4.643,0
182,182,11,s3m7_usuario7,C,['s3m7_usuario10'],C,3,1.261,s3m7,weak,CCC,1,1.261,1
183,183,11,s3m7_usuario10,C,['s3m7_usuario7'],C,3,1.5659999999999998,s3m7,weak,CCC,1,1.5659999999999998,1
184,184,11,s3m7_usuario13,C,['s3m7_usuario5'],C,3,0.6,s3m7,weak,CCC,1,0.6,1
185,185,11,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.3119999999999998,s3m7,weak,CCC,1,1.3119999999999998,1
186,186,11,s3m7_usuario15,C,['s3m7_usuario16'],C,3,2.063,s3m7,weak,CCC,1,2.063,1
187,187,11,s3m7_usuario16,C,['s3m7_usuario15'],C,3,1.484,s3m7,weak,CCC,1,1.484,1
188,188,11,s3m7_usuario12,C,['s3m7_usuario6'],C,3,2.8289999999999997,s3m7,weak,CCC,1,2.8289999999999997,1
189,189,11,s3m7_usuario6,C,['s3m7_usuario12'],C,3,2.176,s3m7,weak,CCC,1,2.176,1
190,190,11,s3m7_usuario17,D,['s3m7_usuario2'],C,4,-2.399,s3m7,weak,CDD,0,2.399,0
191,191,11,s3m7_usuario2,C,['s3m7_usuario17'],D,0,9.568999999999999,s3m7,weak,DCC,1,9.568999999999999,1
192,192,11,s3m7_usuario14,C,['s3m7_usuario4'],C,3,9.288,s3m7,weak,CCC,1,9.288,1
193,193,11,s3m7_usuario4,C,['s3m7_usuario14'],C,3,0.6829999999999999,s3m7,weak,CCC,1,0.6829999999999999,1
194,194,11,s3m7_usuario11,D,['s3m7_usuario3'],C,4,-9.917,s3m7,weak,CCD,0,9.917,1
195,195,11,s3m7_usuario3,C,['s3m7_usuario11'],D,0,2.294,s3m7,weak,CCC,1,2.294,1
196,196,11,s3m7_usuario8,C,['s3m7_usuario1'],C,3,2.1180000000000003,s3m7,weak,CDC,1,2.1180000000000003,0
197,197,11,s3m7_usuario1,C,['s3m7_usuario8'],C,3,5.812,s3m7,weak,DCC,1,5.812,1
198,198,12,s3m7_usuario9,C,['s3m7_usuario18'],D,0,3.23,s3m7,weak,CCC,1,3.23,1
199,199,12,s3m7_usuario18,D,['s3m7_usuario9'],C,4,-4.368,s3m7,weak,CCD,0,4.368,1
200,200,12,s3m7_usuario7,C,['s3m7_usuario10'],C,3,0.575,s3m7,weak,CCC,1,0.575,1
201,201,12,s3m7_usuario10,C,['s3m7_usuario7'],C,3,1.764,s3m7,weak,CCC,1,1.764,1
202,202,12,s3m7_usuario13,C,['s3m7_usuario5'],C,3,0.775,s3m7,weak,CCC,1,0.775,1
203,203,12,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.11,s3m7,weak,CCC,1,1.11,1
204,204,12,s3m7_usuario15,C,['s3m7_usuario16'],C,3,2.263,s3m7,weak,CCC,1,2.263,1
205,205,12,s3m7_usuario16,C,['s3m7_usuario15'],C,3,2.296,s3m7,weak,CCC,1,2.296,1
206,206,12,s3m7_usuario12,C,['s3m7_usuario6'],C,3,5.209,s3m7,weak,CCC,1,5.209,1
207,207,12,s3m7_usuario6,C,['s3m7_usuario12'],C,3,1.777,s3m7,weak,CCC,1,1.777,1
208,208,12,s3m7_usuario17,D,['s3m7_usuario2'],D,0,-2.131,s3m7,weak,DCD,0,2.131,1
209,209,12,s3m7_usuario2,D,['s3m7_usuario17'],D,0,-2.16,s3m7,weak,CDD,0,2.16,0
210,210,12,s3m7_usuario14,C,['s3m7_usuario4'],C,3,2.8569999999999998,s3m7,weak,CCC,1,2.8569999999999998,1
211,211,12,s3m7_usuario4,C,['s3m7_usuario14'],C,3,0.688,s3m7,weak,CCC,1,0.688,1
212,212,12,s3m7_usuario11,C,['s3m7_usuario3'],C,3,1.959,s3m7,weak,DCC,1,1.959,1
213,213,12,s3m7_usuario3,C,['s3m7_usuario11'],C,3,4.08,s3m7,weak,CDC,1,4.08,0
214,214,12,s3m7_usuario8,C,['s3m7_usuario1'],C,3,1.659,s3m7,weak,CCC,1,1.659,1
215,215,12,s3m7_usuario1,C,['s3m7_usuario8'],C,3,4.569,s3m7,weak,CCC,1,4.569,1
216,216,13,s3m7_usuario9,C,['s3m7_usuario18'],C,3,3.194,s3m7,weak,CDC,1,3.194,0
217,217,13,s3m7_usuario18,C,['s3m7_usuario9'],C,3,3.66,s3m7,weak,DCC,1,3.66,1
218,218,13,s3m7_usuario7,C,['s3m7_usuario10'],C,3,0.7490000000000001,s3m7,weak,CCC,1,0.7490000000000001,1
219,219,13,s3m7_usuario10,C,['s3m7_usuario7'],C,3,0.9,s3m7,weak,CCC,1,0.9,1
220,220,13,s3m7_usuario13,C,['s3m7_usuario5'],C,3,1.097,s3m7,weak,CCC,1,1.097,1
221,221,13,s3m7_usuario5,C,['s3m7_usuario13'],C,3,1.8780000000000001,s3m7,weak,CCC,1,1.8780000000000001,1
222,222,13,s3m7_usuario15,C,['s3m7_usuario16'],C,3,2.9930000000000003,s3m7,weak,CCC,1,2.9930000000000003,1
223,223,13,s3m7_usuario16,C,['s3m7_usuario15'],C,3,1.463,s3m7,weak,CCC,1,1.463,1
224,224,13,s3m7_usuario12,C,['s3m7_usuario6'],C,3,1.841,s3m7,weak,CCC,1,1.841,1
225,225,13,s3m7_usuario6,C,['s3m7_usuario12'],C,3,1.588,s3m7,weak,CCC,1,1.588,1
226,226,13,s3m7_usuario17,D,['s3m7_usuario2'],D,0,-2.093,s3m7,weak,DDD,0,2.093,0
227,227,13,s3m7_usuario2,D,['s3m7_usuario17'],D,0,-2.687,s3m7,weak,DDD,0,2.687,0
228,228,13,s3m7_usuario14,C,['s3m7_usuario4'],C,3,2.367,s3m7,weak,CCC,1,2.367,1
229,229,13,s3m7_usuario4,C,['s3m7_usuario14'],C,3,0.56,s3m7,weak,CCC,1,0.56,1
230,230,13,s3m7_usuario11,D,['s3m7_usuario3'],C,4,-3.2060000000000004,s3m7,weak,CCD,0,3.2060000000000004,1
